48.0000,5.3131,3.9346
29.0000,-8.2642,-2.8502
20.0000,-4.0028,0.9123
3.0000,5.9535,1.4310
49.0000,5.5855,3.4143
9.0000,8.6108,1.9186
13.0000,3.6416,2.8689
11.0000,-5.0890,1.6430
5.0000,-3.5389,1.0770
41.0000,6.9732,2.5388
28.0000,6.8126,3.1593
6.0000,-3.8622,0.0303
8.0000,-10.4959,-4.0744
21.0000,-5.0228,-0.1743
23.0000,-9.1683,-3.6560
25.0000,-2.7918,0.1383
15.0000,6.6739,3.0066
4.0000,7.4093,4.8439
42.0000,-3.5490,0.7109
45.0000,-8.2774,-1.6664
39.0000,-3.9580,0.1740
18.0000,-4.7168,1.7971
30.0000,5.5081,3.1711
14.0000,-9.0718,-2.5512
43.0000,4.8978,3.2033
47.0000,-4.8619,0.9616
33.0000,-8.6813,-3.6676
40.0000,-7.2635,-4.7385
0.0000,5.1987,4.6511
36.0000,-8.9953,-3.0733
46.0000,-8.0734,-2.7672
44.0000,-3.7136,1.2962
12.0000,-5.2621,3.9569
17.0000,4.5773,2.5047
1.0000,-9.1814,-1.9099
37.0000,-8.5302,-2.6616
22.0000,5.1144,2.0690
34.0000,-8.8269,-2.0954
38.0000,-4.9131,0.7430
16.0000,-4.9023,0.8963
7.0000,-1.3859,1.2227
2.0000,-8.6599,-1.0249
24.0000,6.2742,1.7176
27.0000,-7.6138,-1.7449
32.0000,6.2440,2.4510
31.0000,-4.3371,0.7319
26.0000,6.2997,2.5083
19.0000,-5.9255,0.4737
10.0000,-10.4333,-4.5075
35.0000,-9.8806,-3.4229
