64.0000,-9.8728,9.9307,-10.3877
50.0000,-5.5847,5.7547,-9.3182
59.0000,11.3161,-6.6953,1.9588
84.0000,-6.2162,1.4764,8.9073
77.0000,-10.1903,4.6981,-3.8880
73.0000,9.2258,-3.9344,-4.6873
42.0000,-10.4478,1.1040,-6.4327
36.0000,-9.8922,0.2853,-6.6127
40.0000,-9.2239,4.4823,-3.6479
66.0000,2.7204,1.4268,2.6986
34.0000,-7.8468,8.0625,-11.1967
9.0000,4.6754,7.8204,-8.1876
18.0000,-4.5394,10.2617,-10.7631
19.0000,-7.5568,8.0842,-11.3155
74.0000,-7.8289,-0.0628,9.3674
89.0000,8.1026,-5.2135,-4.9717
37.0000,-5.7075,5.3120,-8.0096
53.0000,0.0354,-3.2937,4.1103
86.0000,-9.6456,-1.0993,-6.8946
39.0000,5.5855,8.4986,-7.5585
30.0000,-3.6585,5.2787,-8.1147
8.0000,-9.2432,-1.1543,0.0500
1.0000,6.7844,4.3013,-9.9117
4.0000,9.0321,-4.4938,-5.2504
24.0000,-3.1609,8.2883,-9.8567
83.0000,-4.6712,5.2745,-7.3461
5.0000,-1.9404,6.8155,-9.0569
78.0000,2.3606,-3.5208,5.0872
63.0000,8.8047,-7.3970,1.7855
22.0000,-4.0068,9.4481,-10.2081
43.0000,-8.7578,6.3964,-10.2511
82.0000,3.3409,0.4040,1.5412
45.0000,9.4383,-5.1651,-5.2443
3.0000,0.4091,-1.5202,7.5929
32.0000,3.8081,5.8058,4.1830
31.0000,-8.6457,6.1328,3.8112
67.0000,10.4225,-10.6109,2.9324
20.0000,-8.3544,6.3191,4.0599
27.0000,3.3534,1.9896,1.9438
47.0000,-6.9645,0.9605,-6.8698
25.0000,-9.6263,2.1455,9.1504
60.0000,-9.5167,-2.2313,-1.4183
35.0000,-6.7479,2.2325,9.6066
44.0000,-9.9175,-1.4266,-1.2146
0.0000,2.7276,7.2090,-7.3820
61.0000,8.0808,5.8316,-7.2825
54.0000,-0.6646,-2.3277,7.0690
7.0000,4.6605,0.3732,1.3711
41.0000,3.4621,7.9168,4.4364
52.0000,-9.7943,-0.9009,-0.5710
85.0000,3.5498,6.0710,3.6200
88.0000,-6.6675,9.2261,-8.1809
17.0000,8.7476,-4.7423,-5.3433
62.0000,9.6869,-9.4045,1.9213
11.0000,1.3067,-2.9397,5.3863
87.0000,-8.4935,6.2383,-4.6982
12.0000,7.3794,-3.6397,-5.5332
71.0000,8.2995,5.1141,-8.8400
68.0000,7.6035,6.7895,-8.7363
15.0000,-9.6542,4.5900,-2.7468
23.0000,2.2245,1.1812,1.8596
72.0000,9.3922,5.4694,-8.6570
26.0000,-6.6170,0.9661,8.5464
21.0000,9.2137,-9.6251,2.0367
38.0000,-9.2299,4.7628,3.5947
29.0000,-4.1147,3.9906,-8.0541
51.0000,-9.0827,9.9215,-10.1486
33.0000,3.3045,7.5497,4.3650
81.0000,2.9415,7.9083,3.9952
80.0000,-9.6822,6.6739,3.0066
57.0000,3.4593,6.6225,-6.1944
13.0000,-9.8290,1.6471,-5.8182
2.0000,-9.1347,-3.7394,-1.5244
79.0000,-7.1176,6.9481,3.1779
65.0000,-8.2484,3.6496,-4.6338
76.0000,5.5657,7.6142,-6.9447
48.0000,4.5873,8.8154,-6.2669
6.0000,-9.1251,-1.8950,-1.8490
14.0000,-8.9223,5.6031,-5.8075
28.0000,-8.8773,1.0889,9.5748
69.0000,1.7405,-2.0286,4.9617
70.0000,-4.1848,3.1426,-9.0388
55.0000,7.8871,5.6460,-9.7418
49.0000,3.2305,1.5031,1.2346
46.0000,-3.4657,9.5230,-8.1839
75.0000,-7.5113,6.2997,2.5083
10.0000,2.2896,6.7420,2.0464
58.0000,-2.8111,11.4389,-8.9740
16.0000,-8.9931,2.5000,-7.5514
56.0000,10.2812,-8.9235,1.6711
