89.0000,-4.6869,1.2583,-1.2571,6.0369
48.0000,-1.1381,-0.3213,0.2084,1.8724
99.0000,2.9864,-9.2231,-0.6852,7.6736
36.0000,-3.2991,1.8087,-0.6525,4.9183
138.0000,-1.3921,-0.6169,2.4396,0.0721
116.0000,-7.2976,0.3144,-1.5995,6.6776
92.0000,-2.8028,-0.5668,1.2960,-0.3277
79.0000,4.3650,-4.4532,-6.0429,7.0253
49.0000,7.9199,7.5288,-8.6961,2.8522
110.0000,-2.4399,-1.5064,-0.1011,-0.2821
127.0000,5.0425,-6.9974,-6.6212,5.6661
55.0000,3.9700,5.1366,6.8317,-9.2322
130.0000,-1.3540,-1.2495,1.4197,-0.9463
26.0000,3.4883,5.6660,8.0586,-8.3124
30.0000,7.5101,8.9526,-10.0455,1.8289
34.0000,-4.5318,0.8699,-1.8116,7.4400
61.0000,-2.6028,-0.5528,0.1222,-2.0659
72.0000,1.6882,-7.0270,-0.5478,8.5912
23.0000,-1.3880,-3.3862,0.2737,-0.3004
139.0000,2.6077,-8.0583,0.4420,8.1820
35.0000,7.0532,4.0300,0.6523,1.2543
52.0000,3.6749,-3.8768,-7.2650,5.8530
21.0000,4.8232,6.2050,7.4546,-6.3898
44.0000,6.3622,3.0995,3.9928,-0.1418
11.0000,-5.1860,2.0487,-0.9293,6.7519
19.0000,2.7739,-6.4226,-1.5480,9.9182
10.0000,4.9512,0.1665,1.9548,1.7966
29.0000,6.2078,2.4110,2.9739,1.2825
118.0000,5.8277,7.0452,-8.2102,3.0887
54.0000,7.2891,7.9475,-7.0985,2.5038
15.0000,5.1211,-3.7540,-6.1359,7.0368
60.0000,4.0346,3.6422,9.0754,-7.8058
9.0000,8.0247,7.3084,-8.2715,1.5254
57.0000,5.8859,3.0360,3.6918,2.6894
47.0000,1.1131,-8.5669,0.2682,8.2489
16.0000,5.9546,4.3691,2.8973,1.8046
3.0000,5.4056,5.1905,6.9904,-6.3884
18.0000,8.2650,2.9518,1.9085,1.5887
83.0000,4.5882,-5.7544,-6.3095,6.6369
75.0000,4.3611,2.7987,3.1422,2.2604
12.0000,-2.0548,1.6033,-2.6658,6.3825
91.0000,-3.5039,0.1725,-2.4386,5.3001
120.0000,3.1890,-2.8941,-6.5306,5.9668
77.0000,-1.9886,0.4336,0.7978,0.6688
76.0000,5.7339,7.2763,-9.9348,3.4055
119.0000,3.8314,-4.2224,-4.3727,5.0599
14.0000,8.6820,5.4019,-9.5218,2.9875
145.0000,-5.5158,-0.2981,-1.2538,7.2080
13.0000,3.9692,4.3094,7.7462,-6.7914
62.0000,-1.5097,-2.6620,-0.9051,0.9876
101.0000,3.3666,4.3716,9.0249,-7.9372
28.0000,4.3039,-4.5861,-5.5754,7.1813
56.0000,5.2334,2.4799,8.9111,-7.5920
17.0000,8.4218,7.7195,-7.9379,4.3534
133.0000,0.8093,-0.4821,-0.2350,0.8196
81.0000,6.1255,-4.0709,-5.8739,6.1147
50.0000,4.7231,4.1192,7.9285,-7.3227
105.0000,1.2472,-4.1513,-4.5420,4.7431
27.0000,-3.8379,1.6516,-1.3528,7.1453
146.0000,2.4551,-8.2835,-1.4630,7.7150
113.0000,6.1693,3.9251,2.1403,2.6975
106.0000,-3.6386,-0.3992,-3.2684,8.9887
147.0000,3.2704,-7.6020,-0.4202,6.4785
142.0000,6.0780,3.6370,2.8008,0.6997
129.0000,7.8664,6.5705,-10.6202,1.7771
68.0000,7.8712,7.5129,-9.6267,2.9486
6.0000,3.9943,-7.7459,0.2188,7.9504
69.0000,4.5609,2.7094,8.1195,-8.2323
102.0000,5.5201,-6.7724,-5.8750,6.6750
128.0000,4.8443,-8.5920,0.1600,9.7501
31.0000,0.9854,-6.1647,-0.0522,8.0594
87.0000,-4.4739,-0.5813,-0.4395,5.5049
100.0000,-2.1242,-1.9826,0.4720,-1.4313
108.0000,4.2087,3.2142,4.0884,2.6425
149.0000,6.7731,8.9345,-8.9156,2.9994
80.0000,-4.7680,-0.8140,-0.9450,-0.3617
126.0000,7.1671,8.9038,-9.0916,2.2847
134.0000,4.8097,-5.8297,-7.8568,6.5282
66.0000,5.1124,6.3906,8.8181,-9.0523
121.0000,3.1499,-8.1609,-1.5063,6.0187
1.0000,-3.4439,1.0106,-2.7688,6.0747
98.0000,-2.9156,1.6707,-2.9460,4.8312
97.0000,3.8463,-6.1651,-5.7699,7.2618
122.0000,-3.8740,-0.9425,0.7624,0.4540
43.0000,5.6106,-3.5704,-5.9180,6.6350
123.0000,7.0280,2.5014,4.7057,-0.3827
39.0000,2.7213,5.3402,7.1204,-7.9782
63.0000,4.8885,-5.1543,-6.4078,6.9951
22.0000,-2.9894,-2.3462,0.3586,2.4152
135.0000,6.2712,6.5432,-8.9079,0.9538
88.0000,-4.1658,0.4810,0.1652,5.3115
41.0000,-5.0999,1.2294,-2.7976,6.1097
85.0000,-3.9207,0.6769,-0.3507,5.5687
96.0000,4.9046,5.7037,7.9142,-7.2320
82.0000,4.8134,-3.6689,-4.4029,6.7321
7.0000,7.9467,-0.2733,3.9839,0.9242
70.0000,6.5697,7.0656,-7.6681,4.0048
93.0000,-2.6471,0.0988,1.2083,0.4162
