25.0000,1.6865,-7.6889,0.9559,-6.1893
105.0000,2.0772,-5.4206,-7.0147,-8.8989
94.0000,5.7137,6.0100,4.9253,-9.7766
73.0000,-8.4803,-4.3828,8.2990,-8.5910
90.0000,-4.7779,0.2946,-6.7949,-9.6996
117.0000,5.8755,-7.0823,9.2227,3.2309
50.0000,5.2888,-9.3173,8.0935,2.8664
39.0000,4.7417,-8.8086,9.7648,3.7701
15.0000,-1.6683,-7.8109,-6.9507,-7.7664
47.0000,1.5113,-9.7745,0.5272,-8.1318
36.0000,1.8346,3.0348,-0.1648,-4.3878
75.0000,-4.7378,0.2027,-6.1322,-7.7081
13.0000,6.1665,-8.5972,9.6741,3.8565
8.0000,-8.1938,-4.1389,9.2510,-8.5334
128.0000,2.6934,-7.8107,1.5515,-7.7911
127.0000,-2.3816,-5.4453,-7.5792,-7.2343
44.0000,-5.5485,-0.0751,-5.7035,-9.1938
29.0000,-3.9462,-0.0004,-5.4811,-8.4599
85.0000,2.5611,1.3821,0.4084,-4.2030
26.0000,3.9709,-7.8149,8.4220,3.3562
33.0000,-0.5582,3.1999,-1.0466,-3.8535
99.0000,-0.2785,-8.6763,2.5334,-5.3152
34.0000,2.8172,0.4109,1.9240,-5.0419
3.0000,5.6665,-8.5002,11.2206,3.3150
62.0000,5.5478,6.1753,5.2832,-11.0146
42.0000,-1.5022,-8.1060,-7.6350,-8.8371
96.0000,6.4779,-8.3141,9.1207,5.3722
70.0000,-9.5572,-1.4381,7.7859,-8.1524
30.0000,-8.8426,-3.5549,10.8647,-9.5581
142.0000,-4.3553,1.9067,-7.4467,-9.8727
86.0000,0.0959,2.4013,-0.1589,-5.2452
83.0000,-0.3465,-7.6530,-8.8485,-8.2383
135.0000,-8.5836,-3.4836,10.5137,-9.5296
60.0000,4.7973,-9.2982,10.1186,4.5681
109.0000,6.6240,7.0339,7.4988,-7.3980
93.0000,6.1122,4.4642,4.9801,-10.7561
104.0000,-9.1588,-1.9438,8.8491,-9.1766
38.0000,6.0323,7.0917,7.7473,-10.1837
88.0000,2.5839,3.4555,0.3299,-3.8713
146.0000,0.7814,-8.5762,1.4924,-8.1587
10.0000,-4.8175,-0.1694,-6.4000,-8.5218
16.0000,-4.0818,0.9167,-5.2150,-8.6484
61.0000,4.3910,6.4613,5.4235,-9.6922
2.0000,2.1842,-8.6191,0.4615,-7.1538
24.0000,5.1000,-7.8141,8.0706,2.0600
134.0000,-3.2460,-8.0491,-6.8628,-8.4265
81.0000,-0.9094,-6.3215,-5.8390,-11.0275
76.0000,-9.0556,-5.2570,11.6111,-8.5169
54.0000,-9.0972,-2.3380,8.3913,-9.3909
72.0000,2.2061,-6.7314,2.3602,-6.9457
136.0000,2.0257,-8.8823,0.1712,-6.8796
18.0000,-3.0831,0.2971,-5.0967,-8.6094
71.0000,5.6582,-9.4775,8.9213,2.9901
129.0000,-11.2180,-2.9175,8.6368,-10.1594
63.0000,-3.1653,-6.9615,-7.2696,-8.7052
114.0000,6.7186,7.7671,6.1991,-9.7385
108.0000,-5.7099,-0.2093,-5.6107,-6.8231
98.0000,-0.1402,2.6601,-0.2995,-4.3183
107.0000,6.6073,-8.9485,9.3678,2.1882
49.0000,-10.5992,-3.1279,9.9743,-7.7449
35.0000,-3.4974,1.2270,-5.6653,-9.3177
116.0000,2.4270,2.3756,-0.5480,-4.4112
141.0000,2.1754,-7.0383,0.7913,-7.6851
6.0000,1.7732,-10.4856,0.8102,-6.7197
48.0000,5.5164,7.8421,7.6282,-8.1492
126.0000,-10.2717,-2.5644,8.0886,-8.4780
100.0000,4.8784,7.6650,6.7173,-7.9312
124.0000,-4.2535,2.6640,-5.0242,-8.5655
22.0000,5.5491,6.9055,6.5312,-8.5102
87.0000,1.9175,1.2779,-1.6426,-5.5604
132.0000,3.9969,7.0175,7.0238,-9.6383
84.0000,-9.7675,-1.7683,9.7471,-10.2749
11.0000,1.8710,1.4581,0.8770,-4.9410
